direccion_completa,Gasolina 95,Gasolina 98,Diésel,Diésel premium,rotulo,horario,ultimo_dato
"Autopista A-9 Km. 81, 15886 Teo (Coruña (A))",2.009,2.129,1.979,2.069,GALP,L-D: 24H,2022-07-19 19:31:00
"Autopista A - 4 Km. 23,300, 28320 Pinto (Madrid)",1.989,2.109,2.009,2.059,REPSOL,L-V: 06:00-22:00; S: 06:00-14:00,2022-07-20 00:00:00
"Autopista A6 Km. 196, 47133 Vega De Valdetronco (Valladolid)",2.069,,2.029,2.099,CEPSA,L-D: 07:00-23:00,2022-07-18 13:17:00
"Autopista A7 (C.c. Nueva Condomina) Km. 730, 30110 Murcia (Murcia)",1.958,,1.898,1.898,GPS-NUEVA CONDOMINA,L-S: 08:30-22:30; D: 10:00-19:00,2022-07-18 14:48:00
"Autopista Ap-1 (Mrg.dcho.) Km. 35,5, 09240 Briviesca (Burgos)",2.049,2.181,2.029,2.129,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-1 (Mrg.dcho.) Km. 63,5, 09219 Ameyugo (Burgos)",2.049,2.181,2.029,2.129,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-1 (Mrg.izdo.) Km. 35,5, 09240 Briviesca (Burgos)",2.049,2.181,2.029,2.129,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-1 (Mrg.izdo.) Km. 63,5, 09219 Ameyugo (Burgos)",2.049,2.181,2.029,2.129,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-1 Km. 121,500, 20540 Eskoriatza (Gipuzkoa)",2.019,2.169,2.009,2.099,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-1 Km. 129, 20500 Arrasate/Mondragón (Gipuzkoa)",2.019,2.169,2.009,2.099,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-2 (Mrg.dcho.) Km. 119, 22520 Fraga (Huesca)",2.069,2.211,2.039,2.129,BP AP2 FRAGA (MD),L-D: 07:00-23:00,2022-07-20 00:00:00
"Autopista Ap-2 (Mrg.dcho.) Km. 142, 25161 Alfés (Lleida)",2.059,2.179,2.019,2.099,-,L-D: 24H,2022-07-18 06:00:00
"Autopista Ap-2 (Mrg.dcho.) Km. 164, 25400 Les Borges Blanques (Lleida)",2.059,2.179,2.019,2.099,GALP,L-D: 07:00-23:00,2022-07-18 07:00:00
"Autopista Ap-2 (Mrg.dcho.) Km. 196, 43400 Montblanc (Tarragona)",2.014,2.146,2.015,2.115,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-2 (Mrg.dcho.) Km. 221,5, 43814 Vila-Rodona (Tarragona)",2.019,2.149,2.039,2.129,GALP,L-D: 07:00-23:00,2022-07-19 19:32:00
"Autopista Ap-2 (Mrg.dcho.) Km. 85,5, 22591 Candasnos (Huesca)",2.074,2.204,2.044,2.134,GALP,L-D: 24H,2022-07-19 19:32:00
"Autopista Ap-2 (Mrg.izdo.) Km. 119, 22520 Fraga (Huesca)",2.069,2.211,2.039,2.129,BP AP2 FRAGA (MI),L-D: 07:00-23:00,2022-07-20 00:00:00
"Autopista Ap-2 (Mrg.izdo.) Km. 142, 25161 Alfés (Lleida)",2.059,2.179,2.019,2.099,-,L-D: 24H,2022-07-18 06:00:00
"Autopista Ap-2 (Mrg.izdo.) Km. 164, 25400 Les Borges Blanques (Lleida)",2.059,2.179,2.019,2.099,GALP,L-D: 07:00-23:00,2022-07-18 07:00:00
"Autopista Ap-2 (Mrg.izdo.) Km. 196, 43400 Montblanc (Tarragona)",2.014,2.146,2.015,2.095,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-2 (Mrg.izdo.) Km. 221,5, 43814 Vila-Rodona (Tarragona)",2.024,2.154,2.044,2.134,GALP,L-D: 07:00-23:00,2022-07-19 19:32:00
"Autopista Ap-2 (Mrg.izdo.) Km. 85,5, 22591 Candasnos (Huesca)",2.069,2.199,2.039,2.129,GALP,L-D: 24H,2022-07-19 19:32:00
"Autopista Ap-2 Km. 8,5, 08750 Molins De Rei (Barcelona)",2.029,2.159,2.009,2.099,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-2(Mrg.dcho.) Km. 47,7, 50750 Pina De Ebro (Zaragoza)",2.014,2.146,2.015,2.095,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-2(Mrg.izdo.) Km. 47,7, 50750 Pina De Ebro (Zaragoza)",2.014,2.146,2.015,2.095,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-36 (Mrg.dcho.) Km. 120, 16670 El Provencio (Cuenca)",2.024,2.156,2.065,2.131,CEPSA,L-D: 07:00-23:00,2022-07-20 00:00:00
"Autopista Ap-36 (Mrg.dcho.) Km. 34, 45880 Corral De Almaguer (Toledo)",2.024,2.156,2.035,2.115,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-36 (Mrg.dcho.) Km. 84, 16639 Santa María De Los Llanos (Cuenca)",1.974,2.106,2.015,2.095,CEPSA,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-36 (Mrg.izdo.) Km. 120, 16670 El Provencio (Cuenca)",2.029,2.161,1.995,2.075,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-36 (Mrg.izdo.) Km. 34, 45880 Corral De Almaguer (Toledo)",2.016,2.148,2.079,2.146,CEPSA,L-D: 07:00-23:00,2022-07-18 22:55:00
"Autopista Ap-36 (Mrg.izdo.) Km. 84, 16639 Santa María De Los Llanos (Cuenca)",1.974,2.106,1.979,2.059,CEPSA,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-4 Km. 20,2, 41720 Los Palacios Y Villafranca (Sevilla)",2.039,2.179,2.009,2.099,GALP,L-D: 06:00-22:00,2022-07-19 19:32:00
"Autopista Ap-46 Km. 3,300, 29200 Antequera (Málaga)",1.999,2.109,1.999,2.049,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-46 Km. 3,300, 29200 Antequera (Málaga)",1.999,2.109,1.999,2.049,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-6 (Mrg.izdo.) Km. 42,3, 28400 Collado Villalba (Madrid)",2.004,2.136,2.019,2.119,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-6 Km. 42,3, 28200 San Lorenzo De El Escorial (Madrid)",2.004,2.136,2.019,2.119,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-6 Km. 80, 40150 Villacastín (Segovia)",2.009,2.151,1.989,2.079,BP AP6 VILLACASTIN SUR,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-6 Km. 80, 40150 Villacastín (Segovia)",2.009,2.151,1.989,2.079,BP AP6 VILLACASTIN NORTE,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-68 Km. 176,9, 26500 Calahorra (Rioja (La))",1.999,2.149,1.989,2.079,PETRONOR,L-D: 07:00-23:00,2022-07-20 00:00:00
"Autopista Ap-68 Km. 176,9, 26500 Calahorra (Rioja (La))",1.999,2.149,1.989,2.079,PETRONOR,L-D: 07:00-23:00,2022-07-20 00:00:00
"Autopista Ap-68 Km. 254, 50650 Gallur (Zaragoza)",1.979,2.129,1.969,2.059,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Autopista Ap-68 Km. 254, 50650 Gallur (Zaragoza)",1.979,2.129,1.969,2.059,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Autopista Ap-68 Km. 6, 48490 Ugao-Miraballes (Bizkaia)",2.009,2.159,2.019,2.109,PETRONOR,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-7 (Mrg. Izdo.) Km. 479,5, 46500 Sagunto/Sagunt (Valencia / València)",2.099,2.229,2.049,2.139,ENI,L-D: 24H,2022-07-18 10:00:00
"Autopista Ap-7 (Mrg.dcho) Km. 404, 12180 Cabanes (Castellón / Castelló)",2.109,2.239,2.059,2.149,ENI,L-D: 24H,2022-07-18 10:00:00
"Autopista Ap-7 (Mrg.dcho) Km. 445, 12530 Borriana/Burriana (Castellón / Castelló)",2.094,2.214,2.044,2.134,GALP,L-D: 24H,2022-07-19 19:33:00
"Autopista Ap-7 (Mrg.dcho.) Km. 151, 08290 Cerdanyola Del Vallès (Barcelona)",2.049,2.191,2.009,2.099,BP AP7 BELLATERRA (MD),L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-7 (Mrg.dcho.) Km. 283, 43890 Vandellòs I L'hospitalet De L'infant (Tarragona)",2.079,2.209,2.049,2.139,ENI,L-D: 24H,2022-07-18 10:00:00
"Autopista Ap-7 (Mrg.dcho.) Km. 317, 43896 L'aldea (Tarragona)",2.079,2.209,2.049,2.139,ENI,L-D: 24H,2022-07-18 10:00:00
"Autopista Ap-7 (Mrg.dcho.) Km. 479,5, 46500 Sagunto/Sagunt (Valencia / València)",2.099,2.229,2.049,2.139,ENI,L-D: 24H,2022-07-18 10:00:00
"Autopista Ap-7 (Mrg.dcho.) Km. 570, 46770 Xeraco (Valencia / València)",2.099,2.241,2.059,2.149,BP AP7 LA SAFOR ALICANTE,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-7 (Mrg.dcho.) Km. 613,2, 03750 Pedreguer (Alicante)",2.109,2.249,2.059,2.149,GALP,L-D: 24H,2022-07-19 19:32:00
"Autopista Ap-7 (Mrg.dcho.) Km. 655,4, 03570 Villajoyosa/La Vila Joiosa (Alicante)",2.019,,2.015,2.095,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-7 (Mrg.izdo) Km. 404, 12180 Cabanes (Castellón / Castelló)",2.109,2.239,2.059,2.149,ENI,L-D: 24H,2022-07-18 10:00:00
"Autopista Ap-7 (Mrg.izdo) Km. 445, 12530 Borriana/Burriana (Castellón / Castelló)",2.099,2.219,2.049,2.139,GALP,L-D: 24H,2022-07-19 17:32:00
"Autopista Ap-7 (Mrg.izdo.) Km. 151, 08290 Cerdanyola Del Vallès (Barcelona)",2.049,2.191,2.009,2.099,BP AP7 BELLATERRA (MI),L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-7 (Mrg.izdo.) Km. 283, 43890 Vandellòs I L'hospitalet De L'infant (Tarragona)",2.079,2.209,2.049,2.139,ENI,L-D: 24H,2022-07-18 10:00:00
"Autopista Ap-7 (Mrg.izdo.) Km. 317, 43896 L'aldea (Tarragona)",2.079,2.209,2.049,2.139,ENI,L-D: 24H,2022-07-18 10:00:00
"Autopista Ap-7 (Mrg.izdo.) Km. 35, 17476 Garrigàs (Girona)",2.019,2.151,2.015,2.095,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-7 (Mrg.izdo.) Km. 358,2, 12580 Benicarló (Castellón / Castelló)",2.029,,2.015,2.115,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-7 (Mrg.izdo.) Km. 570, 46770 Xeraco (Valencia / València)",2.099,2.241,2.059,2.149,BP AP7 LA SAFOR VALENCIA,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-7 (Mrg.izdo.) Km. 613,2, 03750 Pedreguer (Alicante)",2.099,2.239,2.049,2.139,GALP,L-D: 24H,2022-07-19 19:32:00
"Autopista Ap-7 (Mrg.izdo.) Km. 655,4, 03570 Villajoyosa/La Vila Joiosa (Alicante)",2.019,,2.015,2.095,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-7 Km 165,5 Km. 165,5, 08755 Castellbisbal (Barcelona)",2.039,2.179,2.009,2.099,GALP,L-D: 24H,2022-07-20 02:14:00
"Autopista Ap-7 Km. 117, 08450 Llinars Del Vallès (Barcelona)",2.024,2.154,2.024,2.114,GALP,L-D: 24H,2022-07-20 02:14:00
"Autopista Ap-7 Km. 144, 08130 Santa Perpètua De Mogoda (Barcelona)",2.029,2.161,2.019,2.119,CEPSA,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-7 Km. 165,5, 08755 Castellbisbal (Barcelona)",2.019,2.151,2.015,2.115,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-7 Km. 187, 29600 Marbella (Málaga)",1.999,2.149,2.009,2.099,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-7 Km. 35, 17476 Garrigàs (Girona)",2.025,2.155,2.019,2.109,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-7 Km. 478, 46500 Sagunto/Sagunt (Valencia / València)",,,,,HAM,L-D: 24H,2022-07-18 12:30:00
"Autopista Ap-7 Km. 7, 17700 La Jonquera (Girona)",2.009,2.149,2.019,2.109,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-7 Km. 848, 30870 Mazarrón (Murcia)",2.119,2.269,2.089,2.149,GALP,L-D: 24H,2022-07-18 11:48:00
"Autopista Ap-7 Km. 86, 17412 Maçanet De La Selva (Girona)",2.019,2.151,2.015,2.095,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-71 (Mrg.dcho.) Km. 6,8, 24391 Valverde De La Virgen (León)",1.994,2.126,1.985,2.065,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-71 (Mrg.izdo.) Km. 6,8, 24391 Valverde De La Virgen (León)",1.999,2.131,1.985,2.065,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-7b (Mrg.dcho.) Km. 138,5, 29691 Manilva (Málaga)",1.994,2.126,1.995,2.095,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-7b (Mrg.izdo.) Km. 138,5, 29691 Manilva (Málaga)",1.994,2.126,1.995,2.095,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-8 (Mrg.dcho.) Km. 27,1, 20170 Usurbil (Gipuzkoa)",2.049,,2.029,2.129,CEPSA,L-D: 06:00-22:00,2022-07-20 00:00:00
"Autopista Ap-8 (Mrg.dcho.) Km. 8,3, 20180 Oiartzun (Gipuzkoa)",2.089,2.164,2.039,2.119,CEPSA,L-D: 24H,2022-07-20 05:00:00
"Autopista Ap-8 (Mrg.izdo.) Km. 27,1, 20170 Usurbil (Gipuzkoa)",2.049,2.181,2.029,2.109,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Ap-8 (Mrg.izdo.) Km. 8,3, 20180 Oiartzun (Gipuzkoa)",2.089,2.164,2.039,2.119,CEPSA,L-D: 24H,2022-07-20 05:00:00
"Autopista Ap-8 Km. 22, 20120 Hernani (Gipuzkoa)",2.019,2.169,2.029,2.119,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-8 Km. 22, 20120 Hernani (Gipuzkoa)",2.019,2.169,2.029,2.119,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap-9 Km. 15,5, 15630 Miño (Coruña (A))",2.009,2.159,1.979,2.069,REPSOL,L-D: 24H,2022-07-18 13:38:00
"Autopista Ap-9 Km. 6, 15670 Culleredo (Coruña (A))",1.979,2.129,1.969,2.039,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap 7 Km 7 Km. 7, 17700 La Jonquera (Girona)",2.019,2.149,2.029,2.119,GALP,L-D: 24H,2022-07-20 02:14:00
"Autopista Ap 7 Km. 117, 08450 Llinars Del Vallès (Barcelona)",2.039,2.179,2.009,2.099,GALP,L-D: 24H,2022-07-20 02:13:00
"Autopista Ap 7 Km. 237, 43893 Altafulla (Tarragona)",2.014,2.146,2.019,2.119,CEPSA,L-D: 24H,2022-07-20 00:00:00
"Autopista Ap 7 Km. 696, 03698 Agost (Alicante)",2.039,2.159,2.039,2.129,GALP,L-D: 24H,2022-07-20 02:14:00
"Autopista Ap 7 Km. 70,5, 17457 Riudellots De La Selva (Girona)",2.024,2.144,2.024,2.114,GALP,L-D: 24H,2022-07-20 02:14:00
"Autopista Ap7 Km. 208, 43720 L'arboç (Tarragona)",2.019,2.159,1.989,2.079,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista As-Ii Km. 9,8, 33192 Llanera (Asturias)",2.089,2.379,1.999,2.099,REPSOL,L-D: 07:00-23:00,2022-07-18 15:01:00
"Autopista As -2 Km. 22, 33211 Gijón (Asturias)",1.979,2.118,1.899,1.925,ALCAMPO,L-D: 24H,2022-07-18 19:48:00
"Autopista Autopista A-68 Km. 246, 50180 Utebo (Zaragoza)",1.969,2.119,1.969,2.029,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Autopista Autopista A-7 Km. 1156, 43204 Reus (Tarragona)",2.009,2.136,1.985,2.081,CEPSA,L-D: 24H,2022-07-20 02:27:00
"Autopista Autopista Ap-41 Km. 31,780, 45230 Numancia De La Sagra (Toledo)",2.069,2.209,2.031,2.175,GALP,L-D: 24H,2022-07-18 10:21:00
"Autopista Autopista Ap41 Km. 31,760, 45230 Numancia De La Sagra (Toledo)",2.069,2.069,2.031,2.175,GALP,L-D: 24H,2022-07-18 10:19:00
"Autopista Autopista C-32 (Pau Casal) Km. 16,75, 08880 Cubelles (Barcelona)",2.039,2.189,2.009,2.099,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Autopista Del Sur Km. 64,9, 38620 San Miguel De Abona (Santa Cruz De Tenerife)",1.619,1.749,1.599,1.699,BP OROTIANDA,L-D: 24H,2022-07-20 00:00:00
"Autopista Autopista Del Sur, Pf 70,5 Marg. Izq. Km. 70,5, 38627 Arona (Santa Cruz De Tenerife)",1.609,1.734,1.615,1.735,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Autopista El Torreon Km. 11,00, 38350 Tacoronte (Santa Cruz De Tenerife)",1.619,1.749,1.599,1.699,BP,L-S: 06:00-00:00; D: 08:00-14:00,2022-07-18 19:06:00
"Autopista Autopista Pau Casals Km. 15,75, 08880 Cubelles (Barcelona)",2.039,2.189,2.009,2.099,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Autopista R-3 Loeches Km. 19,5, 28890 Loeches (Madrid)",2.119,2.339,2.049,2.139,REPSOL,L-D: 24H,2022-07-18 23:00:00
"Autopista Autopista R-3 Loeches Km. 19,5, 28890 Loeches (Madrid)",2.119,2.339,2.049,2.139,REPSOL,L-D: 06:00-22:00,2022-07-18 23:00:00
"Autopista Autopista Sevilla-Huelva Km. 28, 41820 Carrión De Los Céspedes (Sevilla)",1.999,2.141,2.009,2.099,BP A-49 PILAS,L-D: 24H,2022-07-20 00:00:00
"Autopista Autopista Tenerife Sur Km. 44,2, 38260 Arico (Santa Cruz De Tenerife)",1.589,1.69,1.589,,PCAN,L-D: 24H,2022-07-18 06:00:00
"Autopista Autopoista Gc-1 Km. 8, 35201 Telde (Palmas (Las))",1.603,,1.593,,DISA LA PARDILLA,L-S: 06:00-22:00; D: 08:00-20:00,2022-07-18 09:35:00
"Autopista C- 33 Km. 82,5, 08110 Montcada I Reixac (Barcelona)",2.029,2.179,2.009,2.099,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista C-58 Km. 17,2, 08220 Terrassa (Barcelona)",1.889,,1.869,1.969,PETROCAT DIRECTE,L-D: 24H,2022-07-20 00:00:00
"Autopista C-58 Km. 17,2, 08220 Terrassa (Barcelona)",1.889,,1.869,1.969,PETROCAT DIRECTE,L-D: 24H,2022-07-20 00:00:00
"Autopista C32 Km. 89, 08329 Teià (Barcelona)",2.009,2.169,2.009,2.099,GALP,L-D: 06:00-22:00,2022-07-20 02:14:00
"Autopista Gc-1 Km. 21, 35260 Agüimes (Palmas (Las))",1.575,1.708,1.555,1.698,DISA AUTOPISTA KM 21,L-D: 24H,2022-07-19 16:25:00
"Autopista Gc-1 Km. 24,350, 35118 Agüimes (Palmas (Las))",1.569,1.699,1.548,1.689,DISA AUT.ARINAGA,L-D: 06:00-22:00,2022-07-18 09:35:00
"Autopista M-50 Km. 34, 28051 Madrid (Madrid)",1.969,2.119,2.019,2.109,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autopista Norte Tf-5 Km. 16, 38350 Tacoronte (Santa Cruz De Tenerife)",1.614,1.744,1.609,1.729,CEPSA EL PEÑON,L-D: 24H,2022-07-19 00:00:00
"Autopista R-4 (Mrg.dcho.) Km. 19,7, 45223 Seseña (Toledo)",2.039,2.169,2.069,2.135,CEPSA,L-D: 24H,2022-07-19 19:57:00
"Autopista R-4 (Mrg.izdo.) Km. 19,7, 45223 Seseña (Toledo)",2.069,2.201,2.069,2.135,CEPSA,L-D: 24H,2022-07-17 00:00:00
"Autopista Tf-1 Km 65,5, 38627 Arona (Santa Cruz De Tenerife)",1.587,1.719,1.613,1.709,SHELL ARONA,L-D: 06:00-22:00,2022-07-19 16:25:00
"Autopista Tf-21 Km. 3,5, 38108 Santa Cruz De Tenerife (Santa Cruz De Tenerife)",1.644,1.724,1.624,1.734,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autopista Tf-5 Km. 22,5, 38360 El Sauzal (Santa Cruz De Tenerife)",1.598,1.724,1.58,1.676,DISA LAS BANDERAS,L-D: 06:00-22:00,2022-07-19 16:35:00
"Autopista Tf1 Autopista Sur A Armeñime, Cruce La Caleta Km. S/N, 38670 Adeje (Santa Cruz De Tenerife)",1.48,1.589,1.495,,TGAS-TU TRÉBOL,L-D: 08:00-21:00,2022-07-19 00:00:00
"Autopista V31 Km. 253, 46470 Catarroja (Valencia / València)",2.059,2.269,1.979,2.069,BP VILLANUEVA,L-D: 24H,2022-07-18 10:42:00
"Autopista Via De Servicio M.d. Km. 38,300, 28400 Collado Villalba (Madrid)",1.999,2.139,1.979,2.079,BP EII,L-D: 24H,2022-07-18 21:30:00
"Autovia  A-4 Km 191,536, 13300 Valdepeñas (Ciudad Real)",1.964,2.104,1.995,2.075,SHELL,L-D: 24H,2022-07-19 14:00:00
"Autovia 42 Km. 65, 45004 Toledo (Toledo)",1.939,2.109,1.899,1.959,ALCAMPO,L-D: 24H,2022-07-19 11:02:00
"Autovia 49 Km. 130, 21400 Ayamonte (Huelva)",1.989,2.169,1.989,2.059,Q8,L-D: 24H,2022-07-19 12:20:00
"Autovia A- 3 Km. 297, 46340 Requena (Valencia / València)",2.009,2.159,2.009,2.099,REPSOL,L-S: 06:00-22:00; D: 07:00-22:00,2022-07-20 00:00:00
"Autovia A- 92 Km. 10, 41500 Alcalá De Guadaíra (Sevilla)",1.899,,,,BALLENOIL,L-D: 24H,2022-07-19 20:08:00
"Autovia A-1 Km. 146,7, 09462 Pardilla (Burgos)",2.024,,1.999,2.065,CEPSA,L-D: 07:00-23:00,2022-07-20 00:00:00
"Autovia A-1 Km. 149,3, 09460 Milagros (Burgos)",2.024,,1.999,2.065,CEPSA,L-D: 07:00-23:00,2022-07-20 00:00:00
"Autovia A-1 Km. 171, 09370 Gumiel De Izán (Burgos)",1.989,2.139,1.989,2.079,PETRONOR,L-D: 06:00-22:00,2022-07-20 00:00:00
"Autovia A-1 Km. 189,9, 09349 Cilleruelo De Abajo (Burgos)",2.039,2.18,1.989,2.079,BP,L-D: 24H,2022-07-18 12:15:00
"Autovia A-1 Km. 214,1, 09330 Madrigalejo Del Monte (Burgos)",1.989,,1.975,2.075,CEPSA,L-J: 08:00-21:00; V-D: 08:00-22:00,2022-07-20 00:00:00
"Autovia A-1 Km. 29,1, 28770 Colmenar Viejo (Madrid)",2.024,2.156,2.035,2.135,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autovia A-1 Km. 40,2, 28710 El Molar (Madrid)",2.059,2.199,2.039,2.129,REPSOL,L-D: 24H,2022-07-18 23:00:00
"Autovia A-1 Km. 406,000, 20213 Idiazabal (Gipuzkoa)",2.019,2.151,1.999,2.065,CEPSA ETXEGARATE,L-D: 24H,2022-07-20 03:39:00
"Autovia A-1 Km. 41, 28710 El Molar (Madrid)",1.989,2.139,2.029,2.119,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Autovia A-1 Km. 454,600, 20160 Donostia/San Sebastián (Gipuzkoa)",1.994,,1.989,2.069,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autovia A-1 Km. 92,5, 28756 Somosierra (Madrid)",2.029,2.169,2.019,2.089,CEPSA,L-D: 07:30-22:00,2022-07-19 21:52:00
"Autovia A-1 Tarragona-Salou Km. 3, 43006 Tarragona (Tarragona)",1.939,2.079,1.839,1.919,SHELL,L-V: 10:00-18:00,2022-07-19 14:00:00
"Autovia A-11 Km. 218,000, 42300 Burgo De Osma-Ciudad De Osma (Soria)",2.069,,1.989,2.069,CEPSA,L-D: 06:00-23:00,2022-07-18 10:00:00
"Autovia A-11 Km. 349, 47320 Tudela De Duero (Valladolid)",1.969,2.079,1.979,2.069,REPSOL,L-D: 07:00-22:00,2022-07-20 00:00:00
"Autovia A-12 Km 16,5, 31133 Legarda (Navarra)",2.025,2.145,1.975,2.035,E.S. LEGARDA,L-D: 07:00-23:00,2022-07-19 15:00:00
"Autovia A-12 Km 16,5, 31133 Legarda (Navarra)",2.025,2.145,1.975,2.035,E.S. LEGARDA,L-D: 07:00-23:00,2022-07-19 15:00:00
"Autovia A-15 (Mrg.dcho.) Km. 134,4, 31877 Larraun (Navarra)",2.019,,2.009,2.089,CEPSA,L-D: 24H,2022-07-20 00:00:00
"Autovia A-15 (Mrg.izdo.) Km. 134,5, 31877 Larraun (Navarra)",2.019,,2.009,2.089,CEPSA,L-D: 24H,2022-07-20 00:00:00
"Autovia A-15 Km. 124,488, 31878 Larraun (Navarra)",2.024,,2.029,2.109,SHELL,L-D: 24H,2022-07-19 14:00:00
"Autovia A-17 Km. 5,2, 08110 Montcada I Reixac (Barcelona)",2.029,2.179,2.019,2.109,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Autovia A-2 (Mrg.izdo.) Km. 285, 50290 Épila (Zaragoza)",1.969,2.101,1.975,2.075,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autovia A-2 Km 543    Margen Derecho Km., 08719 Jorba (Barcelona)",2.059,2.259,2.028,2.099,REPSOL,L-D: 06:00-22:00,2022-07-18 12:07:00
"Autovia A-2 Km. 101,8, 19490 Almadrones (Guadalajara)",1.959,,1.979,2.059,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autovia A-2 Km. 103, 19490 Almadrones (Guadalajara)",1.959,2.091,1.979,2.059,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autovia A-2 Km. 107, 19268 Mirabueno (Guadalajara)",1.959,,1.969,2.019,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Autovia A-2 Km. 125, 19262 Saúca (Guadalajara)",1.959,2.069,1.969,2.019,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Autovia A-2 Km. 154, 42248 Medinaceli (Soria)",1.969,2.079,1.949,2.009,REPSOL,L: 07:00-00:00; M-V: 24H; S: 00:00-21:00; D: 09:00-23:00,2022-07-20 00:00:00
"Autovia A-2 Km. 170,2, 42250 Arcos De Jalón (Soria)",1.969,,1.969,2.049,CEPSA,L-D: 07:00-22:00,2022-07-20 00:00:00
"Autovia A-2 Km. 176,6, 09350 Oquillas (Burgos)",2.049,2.189,2.009,2.099,GALP,L-V: 08:00-23:00; S: 08:00-19:30; D: 10:30-20:30,2022-07-19 19:32:00
"Autovia A-2 Km. 197,2, 50220 Ariza (Zaragoza)",1.969,,1.969,2.049,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autovia A-2 Km. 197,3, 50220 Ariza (Zaragoza)",1.969,,1.969,2.049,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Autovia A-2 Km. 231, 50300 Calatayud (Zaragoza)",1.999,2.109,1.979,,E.S. VALDEHERRERA,L-D: 24H,2022-07-19 12:30:00
